CMPD_CHEMBLID,exp,smiles,MolecularWeight,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings
CHEMBL322479,2.92,CC(C)(CCCCCOCCc1ccccc1)NCCc2ccc(O)c3nc(O)sc23,442.6250000000002,5.437900000000008,74.61,3.0,6.0,13.0,3.0
CHEMBL2036736,1.92,Clc1ccc(cc1)C(=O)Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,427.84800000000024,3.0642000000000005,109.59,2.0,7.0,5.0,3.0
CHEMBL2179291,3.17,COc1ccc(Oc2cccc(CN3CCCC(C3)N4C=C(C)C(=O)NC4=O)c2)cc1,421.4970000000001,3.4830200000000016,76.56,1.0,6.0,6.0,3.0
CHEMBL2158823,2.17,OC(=O)c1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,463.4050000000002,5.451400000000006,53.010000000000005,1.0,4.0,6.0,2.0
CHEMBL641,1.2,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,255.361,3.7246200000000034,21.259999999999998,1.0,2.0,6.0,2.0
CHEMBL1289785,3.93,Clc1ccc(N2CCN(CC2)C(=O)CCCc3ccncc3)c(Cl)c1,378.303,4.059900000000003,36.44,0.0,3.0,5.0,2.0
CHEMBL1381135,1.9,COc1cnc(nc1N(C)C)c2ccccn2,230.27100000000002,1.6132,51.14000000000001,0.0,5.0,3.0,2.0
CHEMBL528217,2.27,C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6,550.7500000000003,9.981599999999997,49.84,2.0,4.0,13.0,6.0
CHEMBL2177621,1.2,CSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,411.52700000000027,3.8469000000000033,84.22,2.0,5.0,5.0,2.0
CHEMBL475386,1.14,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occn4,323.38100000000003,2.972800000000001,75.67,1.0,7.0,2.0,3.0
CHEMBL2325699,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,424.5260000000003,3.026200000000001,88.18,1.0,6.0,4.0,3.0
CHEMBL2010845,3.3,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,476.4780000000002,3.2946000000000017,67.15,0.0,6.0,6.0,3.0
CHEMBL103,3.94,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,314.46900000000005,4.723500000000005,34.14,0.0,2.0,1.0,0.0
CHEMBL2208428,2.34,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,501.43200000000036,3.0310000000000015,95.94,2.0,6.0,8.0,2.0
CHEMBL1796293,2.57,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2,329.35900000000004,3.6755800000000027,75.00999999999999,1.0,4.0,5.0,3.0
CHEMBL1557436,3.62,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,326.42500000000007,2.8745000000000003,71.25,2.0,5.0,4.0,3.0
CHEMBL2031236,2.06,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,460.56300000000016,3.154720000000001,83.36,1.0,8.0,4.0,4.0
CHEMBL2087849,4.33,Cn1cncc1c2c3C(=O)N(CC4CC4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67,516.0050000000002,3.8301000000000025,92.53000000000002,0.0,9.0,7.0,5.0
CHEMBL1235773,2.55,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,461.5910000000002,3.7487800000000027,83.3,1.0,8.0,7.0,3.0
CHEMBL339051,2.78,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,678.6609999999998,5.865880000000007,105.98000000000002,1.0,6.0,10.0,3.0
CHEMBL168899,1.4,OB1N(C(=O)Nc2ccccc12)c3ccccc3,238.055,1.4262,52.57,2.0,2.0,1.0,2.0
CHEMBL517,-0.54,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,339.48300000000006,3.361900000000002,59.22,1.0,3.0,8.0,2.0
CHEMBL578288,2.91,NC(=NC#N)c1sc(Nc2ccccc2)nc1N,258.31000000000006,1.65528,113.10999999999999,3.0,6.0,3.0,2.0
CHEMBL1778648,-0.4,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F,416.4170000000001,4.326320000000003,80.67,1.0,4.0,6.0,2.0
CHEMBL1778635,-0.16,OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F,339.24399999999997,3.846580000000001,70.32,1.0,3.0,4.0,2.0
CHEMBL1234354,2.2,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,425.4890000000003,2.245320000000001,125.38,2.0,9.0,6.0,3.0
CHEMBL1550278,3.4,CC(Nc1ncnc2ccccc12)c3ccccc3,249.31700000000004,3.802900000000002,37.81,1.0,3.0,3.0,3.0
CHEMBL1096,1.1,CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O,298.298,2.745,106.42,2.0,5.0,2.0,3.0
CHEMBL1807822,2.28,O[C@@H](CNCCCOCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,482.60200000000015,3.7374000000000023,103.81,4.0,7.0,13.0,4.0
CHEMBL1310086,3.47,COc1ccccc1Cn2c(C)nc3ccccc23,252.31699999999998,3.401620000000002,27.05,0.0,3.0,3.0,3.0
CHEMBL373364,3.0,OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc4ccccc4F)c2)nc1,490.46200000000016,5.468300000000004,97.75000000000001,2.0,5.0,9.0,4.0
CHEMBL484901,-1.17,NC(Cc1c[nH]c2ccccc12)C(=O)O,204.22899999999998,1.1223000000000003,79.11,3.0,2.0,3.0,2.0
CHEMBL1233652,1.95,OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,380.4190000000001,4.000200000000002,82.19,3.0,2.0,6.0,3.0
CHEMBL2059196,-0.99,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F,444.3730000000001,3.277300000000001,125.79,3.0,6.0,5.0,4.0
CHEMBL1934414,2.0,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,446.6170000000002,4.580240000000004,93.09,2.0,5.0,6.0,2.0
CHEMBL1415894,3.8,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,250.30500000000004,3.8969000000000023,52.739999999999995,3.0,3.0,4.0,3.0
CHEMBL2335875,3.21,COCCNC(=O)c1cccc(Nc2ncc3cc(ccc3n2)c4ccncc4)c1,399.4540000000001,3.811600000000002,89.03,2.0,6.0,7.0,4.0
CHEMBL1916269,0.36,CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2,364.4710000000002,2.4477199999999995,93.09,2.0,5.0,7.0,2.0
CHEMBL1224139,2.14,NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,354.425,3.4990000000000023,55.56000000000001,1.0,3.0,5.0,2.0
CHEMBL1082812,1.71,O=C1NC(=NC(=C1C#N)c2ccccc2)SCCc3ccccc3,333.41600000000005,3.6433800000000023,69.53999999999999,1.0,4.0,5.0,3.0
CHEMBL12980,1.19,OC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4,337.41900000000004,2.5599000000000007,49.77,1.0,4.0,4.0,2.0
CHEMBL1412343,2.7,Cc1ccccc1NC(=O)CCS(=O)(=O)c2ccc(Br)s2,388.308,3.621520000000002,63.24,1.0,4.0,5.0,2.0
CHEMBL453862,2.77,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F,382.44300000000015,3.813920000000002,75.94,1.0,6.0,5.0,3.0
CHEMBL296572,3.8,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,250.30100000000002,3.7523000000000017,37.91,1.0,2.0,3.0,3.0
CHEMBL239513,2.87,O=C(COc1ccccc1)c2ccccc2,212.248,2.9483000000000015,26.3,0.0,2.0,4.0,2.0
CHEMBL479445,1.91,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,415.4440000000002,3.337600000000002,92.50999999999999,3.0,6.0,8.0,3.0
CHEMBL2152917,3.4,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,369.5090000000001,3.8374000000000024,69.2,1.0,5.0,4.0,1.0
CHEMBL299672,3.13,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCC4,430.9110000000004,5.039200000000005,59.51000000000001,1.0,6.0,8.0,3.0
CHEMBL1682820,3.0,O=C1CCOc2cc(COc3ccccc3)ccc12,254.28500000000003,3.230800000000002,35.53,0.0,3.0,3.0,2.0
CHEMBL247367,2.33,Clc1cccc2cn[nH]c12,152.58399999999997,2.2162999999999995,28.68,1.0,1.0,0.0,2.0
CHEMBL2010834,2.8,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,447.5010000000001,3.730500000000003,52.650000000000006,1.0,3.0,6.0,2.0
CHEMBL1945293,-0.54,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,417.53100000000006,1.8968999999999998,106.60999999999999,5.0,7.0,11.0,3.0
CHEMBL1652588,3.16,Cn1cncc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56,499.9620000000003,3.053300000000001,92.53000000000002,0.0,9.0,6.0,5.0
CHEMBL190812,2.91,C[C@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,318.376,4.364900000000003,51.22,1.0,3.0,5.0,3.0
CHEMBL235392,1.55,Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5,444.01900000000035,3.458800000000001,53.6,2.0,4.0,5.0,1.0
CHEMBL62193,0.2,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,310.3350000000001,0.8768,116.43,2.0,7.0,5.0,2.0
CHEMBL1784338,1.43,Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,439.57800000000026,2.06964,100.04,1.0,6.0,8.0,1.0
CHEMBL1650698,2.47,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,358.35600000000005,3.0620000000000003,104.3,3.0,7.0,6.0,3.0
CHEMBL2062583,2.48,CC(=O)Nc1ccc2c(c1)c(cn2CCCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,429.48400000000015,3.137780000000001,120.27,3.0,8.0,7.0,4.0
CHEMBL4,-0.45,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,361.37300000000005,1.544,75.01,1.0,6.0,2.0,2.0
CHEMBL2158534,2.0,CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,412.53400000000033,2.0340999999999996,87.58,2.0,6.0,4.0,1.0
CHEMBL492234,2.6,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1,392.45800000000014,2.49582,94.47,1.0,7.0,4.0,3.0
CHEMBL131921,3.5,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,284.26700000000005,2.8798000000000017,79.9,2.0,5.0,2.0,3.0
CHEMBL21731,0.89,CNCCCC12CCC(c3ccccc13)c4ccccc24,277.41100000000006,4.211400000000004,12.03,1.0,1.0,4.0,2.0
CHEMBL346528,1.3,Oc1cc(nc2ccnn12)c3ccccc3,211.22400000000002,2.1018999999999997,50.42,1.0,4.0,1.0,3.0
CHEMBL133501,2.01,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O,405.35700000000014,2.602500000000001,85.11000000000001,0.0,6.0,6.0,2.0
CHEMBL2087854,3.59,CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,513.9890000000003,3.614300000000002,92.53,0.0,9.0,6.0,5.0
CHEMBL1689126,0.18,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3,416.9050000000002,3.078800000000002,70.08,1.0,4.0,7.0,2.0
CHEMBL1650728,2.6,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,409.223,2.8166,113.53,3.0,8.0,6.0,3.0
CHEMBL2178942,1.3,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(F)c2,385.43900000000014,3.746940000000002,106.17,2.0,4.0,5.0,2.0
CHEMBL1800528,2.1,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,268.32,2.45512,63.690000000000005,1.0,4.0,4.0,3.0
CHEMBL143305,3.72,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1,355.2210000000002,4.0782200000000035,56.85,0.0,5.0,6.0,2.0
CHEMBL2326481,1.72,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,380.5170000000001,3.1811000000000016,62.46000000000001,1.0,5.0,3.0,3.0
CHEMBL15245,1.65,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,354.45000000000005,2.647100000000001,65.56,2.0,4.0,1.0,2.0
CHEMBL1852688,3.7,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,560.4860000000003,5.3544000000000045,95.09,2.0,8.0,8.0,3.0
CHEMBL2171169,2.2,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,540.6690000000002,2.2474,163.68,5.0,10.0,9.0,3.0
CHEMBL2216830,2.04,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,656.6150000000001,6.6058000000000066,112.16000000000001,2.0,8.0,15.0,3.0
CHEMBL381098,4.49,CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,456.55500000000023,5.139300000000004,44.0,0.0,6.0,6.0,3.0
CHEMBL284275,0.2,COc1ccc(Cc2c(N)n[nH]c2N)cc1,218.26,1.1734999999999998,89.95,3.0,4.0,3.0,2.0
CHEMBL2177167,2.0,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,469.5710000000002,1.9452999999999987,134.41000000000003,2.0,8.0,9.0,3.0
CHEMBL2331746,1.49,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O,457.50800000000015,2.3687199999999997,121.69999999999999,2.0,7.0,5.0,3.0
CHEMBL1712280,4.28,C1Oc2ccccc2C3=NN(CC13)c4ccccc4,250.301,2.919500000000001,24.83,0.0,3.0,1.0,2.0
CHEMBL1790041,-0.95,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,314.411,1.4589999999999996,83.58,2.0,7.0,10.0,1.0
CHEMBL1184060,1.64,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4,410.86100000000016,3.6275000000000013,100.86999999999999,2.0,6.0,4.0,4.0
CHEMBL1502799,2.02,FC(F)c1nc2ccccc2[nH]1,168.146,2.5004999999999997,28.68,1.0,1.0,1.0,2.0
CHEMBL2208436,3.09,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,434.36700000000025,3.8589800000000034,68.52000000000001,2.0,5.0,8.0,2.0
CHEMBL480445,2.18,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,427.45500000000027,3.1159000000000017,83.71999999999998,2.0,6.0,5.0,3.0
CHEMBL1392670,4.4,Oc1ccccc1OC(=O)c2cccc3ccccc23,264.28000000000003,3.7646000000000024,46.53,1.0,3.0,2.0,3.0
CHEMBL1455477,3.28,COc1ccccc1CNc2cc(C)ccn2,228.295,3.010720000000001,34.15,1.0,3.0,4.0,2.0
CHEMBL1939414,3.04,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,305.13899999999995,2.4411999999999994,92.51,3.0,5.0,2.0,3.0
CHEMBL1617016,3.12,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,340.22400000000005,4.2737000000000025,42.15,1.0,3.0,1.0,3.0
CHEMBL2207600,0.06,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,512.5840000000002,4.650940000000004,122.24,2.0,6.0,10.0,3.0
CHEMBL244213,2.49,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,248.228,2.881100000000001,37.3,1.0,2.0,3.0,2.0
CHEMBL404957,1.11,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,327.381,2.2285000000000004,99.07999999999998,1.0,6.0,6.0,2.0
CHEMBL520252,2.81,CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3,403.4820000000001,4.929420000000004,80.32,2.0,4.0,7.0,3.0
CHEMBL190747,3.52,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1,364.40100000000007,3.821100000000002,69.68,1.0,5.0,7.0,3.0
CHEMBL1079175,2.5,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,407.4770000000001,4.242700000000003,89.07,2.0,5.0,3.0,5.0
CHEMBL1499868,4.48,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,366.4680000000001,5.569200000000005,57.36,2.0,2.0,5.0,5.0
CHEMBL1824042,1.33,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,471.9450000000002,2.0454999999999997,96.03000000000002,2.0,7.0,6.0,2.0
CHEMBL2158827,1.83,OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,477.43200000000024,5.380300000000006,53.010000000000005,1.0,4.0,7.0,2.0
CHEMBL520925,3.6,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC,375.7870000000001,3.8870000000000022,86.47,2.0,5.0,5.0,3.0
CHEMBL181502,3.2,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,390.5710000000003,4.931500000000005,23.55,0.0,2.0,7.0,2.0
CHEMBL1962631,-0.56,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,320.744,0.34257000000000015,155.69000000000003,5.0,7.0,4.0,2.0
CHEMBL470915,3.53,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,314.3930000000001,1.3675799999999998,100.09,2.0,7.0,3.0,1.0
CHEMBL1163803,4.3,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,491.6260000000003,6.182900000000007,35.58,1.0,2.0,9.0,3.0
CHEMBL598194,2.88,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,384.8710000000001,2.2253999999999996,99.93,3.0,5.0,4.0,3.0
CHEMBL42,3.08,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,326.8310000000001,3.7227000000000023,30.869999999999997,1.0,4.0,0.0,2.0
CHEMBL2178954,1.0,Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,353.42200000000014,3.2994200000000014,106.17,2.0,4.0,5.0,2.0
CHEMBL373250,2.4,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,399.4050000000001,3.0745000000000013,83.02,0.0,8.0,4.0,4.0
CHEMBL1169388,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,309.33099999999996,4.435000000000003,21.259999999999998,1.0,2.0,6.0,2.0
CHEMBL2171046,1.52,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,526.4860000000003,4.707920000000004,78.95,1.0,5.0,5.0,2.0
CHEMBL144960,3.33,O=C1C=COc2cc(OCc3ccccc3)ccc12,252.269,3.3720000000000026,39.44,0.0,3.0,3.0,3.0
CHEMBL271023,0.79,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,245.267,0.6859999999999999,79.03,0.0,6.0,2.0,3.0
CHEMBL90531,3.2,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,373.262,3.027700000000001,82.55000000000001,0.0,5.0,4.0,2.0
CHEMBL645,0.1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,325.449,2.3659,59.95,2.0,5.0,12.0,1.0
CHEMBL2178950,0.22,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,339.3950000000001,2.9093199999999992,106.17,2.0,4.0,4.0,2.0
CHEMBL2178393,2.0,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,406.56200000000007,2.6713999999999993,106.68,2.0,9.0,9.0,3.0
CHEMBL1809049,4.0,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,492.9670000000001,4.586600000000003,93.88000000000001,1.0,8.0,6.0,4.0
CHEMBL1373079,2.71,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,251.285,3.2037000000000004,42.09,1.0,2.0,2.0,3.0
CHEMBL74380,0.7,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,695.7620000000002,3.630320000000003,194.98999999999995,4.0,12.0,2.0,1.0
CHEMBL257600,3.67,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,499.9620000000002,3.4337800000000014,103.43,0.0,9.0,5.0,5.0
CHEMBL1362558,0.87,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,269.713,1.7474999999999998,63.99,1.0,5.0,2.0,2.0
CHEMBL2059861,2.83,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C,398.46600000000007,4.621820000000003,69.03999999999999,1.0,5.0,6.0,4.0
